# M_MTOT,R_RTOT,MATM_MTOT,RATM_RTOT,M_G,R_CM,REQ_CM,P_CGS,T_K,RHO_GCC,L_CGS,S_CGS,KROSS_CGS,GRADT,GRADAD,GRADRAD,TAUV,VSOUND_CGS,CP_CGS,X,Y,Z
 8.20652882620D-01, 8.01965819202D-01,-1.79347117380D-01,-1.98034180798D-01, 1.55810075425D+30, 5.60519519979D+09, 5.71049867077D+09, 2.21494740753D+12, 6.71771323271D+03, 1.07599849346D+00, 1.00000000000D+00, 5.08227865760D+08, 1.00000000000D+33, 2.96092612234D-01, 2.96092611082D-01, 9.21976646349D+33, 0.00000000000D+00, 2.24978684448D+06, 1.49960719479D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.18854873726D-01, 8.00817355918D-01,-1.81145126274D-01,-1.99182644082D-01, 1.55468703443D+30, 5.59716822317D+09, 5.70222751357D+09, 2.24256490782D+12, 6.74241004206D+03, 1.08143911123D+00, 1.00000000000D+00, 5.08227117707D+08, 1.00000000000D+33, 2.96194864012D-01, 2.96194862867D-01, 9.21890382781D+33, 0.00000000000D+00, 2.25735233566D+06, 1.50138987643D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.17050356682D-01, 7.99667225888D-01,-1.82949643318D-01,-2.00332774112D-01, 1.55126095816D+30, 5.58912959712D+09, 5.69394488885D+09, 2.27038294500D+12, 6.76708086592D+03, 1.08688455346D+00, 1.00000000000D+00, 5.08226375567D+08, 1.00000000000D+33, 2.96334395527D-01, 2.96334394388D-01, 9.21821154644D+33, 0.00000000000D+00, 2.26491365858D+06, 1.50308507869D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.15239440680D-01, 7.98515477518D-01,-1.84760559320D-01,-2.01484522482D-01, 1.54782273276D+30, 5.58107965998D+09, 5.68565114547D+09, 2.29840101974D+12, 6.79172794396D+03, 1.09233447101D+00, 1.00000000000D+00, 5.08225639232D+08, 1.00000000000D+33, 2.96503995202D-01, 2.96503994070D-01, 9.21767396590D+33, 0.00000000000D+00, 2.27246927824D+06, 1.50471059074D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.13422226211D-01, 7.97362153027D-01,-1.86577773789D-01,-2.02637846973D-01, 1.54437254901D+30, 5.57301870683D+09, 5.67734658758D+09, 2.32661875384D+12, 6.81635305361D+03, 1.09778855080D+00, 1.00000000000D+00, 5.08224908600D+08, 1.00000000000D+33, 2.96696692856D-01, 2.96696691731D-01, 9.21727885269D+33, 0.00000000000D+00, 2.28001775931D+06, 1.50628369657D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.11598805311D-01, 7.96207288682D-01,-1.88401194689D-01,-2.03792711318D-01, 1.54091058167D+30, 5.56494699114D+09, 5.66903147644D+09, 2.35503588724D+12, 6.84095752282D+03, 1.10324651405D+00, 1.00000000000D+00, 5.08224183579D+08, 1.00000000000D+33, 2.96905745070D-01, 2.96905743952D-01, 9.21701722351D+33, 0.00000000000D+00, 2.28755776011D+06, 1.50782118878D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.09769262224D-01, 7.95050915296D-01,-1.90230737776D-01,-2.04949084704D-01, 1.53743699067D+30, 5.55686472828D+09, 5.66070603393D+09, 2.38365228658D+12, 6.86554225208D+03, 1.10870866897D+00, 1.00000000000D+00, 5.08223510035D+08, 1.00000000000D+33, 2.97006864811D-01, 2.97006863700D-01, 9.21688317179D+33, 0.00000000000D+00, 2.29493528186D+06, 1.50933949542D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.07933365161D-01, 7.93892867033D-01,-1.92066634839D-01,-2.06107132967D-01, 1.53395133595D+30, 5.54877075917D+09, 5.65236908148D+09, 2.41247273936D+12, 6.89009075131D+03, 1.11418077032D+00, 1.00000000000D+00, 5.08222796092D+08, 1.00000000000D+33, 2.96957827664D-01, 2.96957826560D-01, 9.21698638942D+33, 0.00000000000D+00, 2.30208757731D+06, 1.51084859520D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.06091164061D-01, 7.92733160355D-01,-1.93908835939D-01,-2.07266839645D-01, 1.53045371231D+30, 5.54066519888D+09, 5.64402072205D+09, 2.44149768544D+12, 6.91460220782D+03, 1.11966396310D+00, 1.00000000000D+00, 5.08222087485D+08, 1.00000000000D+33, 2.96916985552D-01, 2.96916984453D-01, 9.21733130578D+33, 0.00000000000D+00, 2.30921463869D+06, 1.51234644713D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.04242733682D-01, 7.91571827256D-01,-1.95757266318D-01,-2.08428172744D-01, 1.52694426169D+30, 5.53254827100D+09, 5.63566118485D+09, 2.47072715899D+12, 6.93907721288D+03, 1.12515829882D+00, 1.00000000000D+00, 5.08221384142D+08, 1.00000000000D+33, 2.96885481227D-01, 2.96885480136D-01, 9.21791304688D+33, 0.00000000000D+00, 2.31631734330D+06, 1.51382988830D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.02388149836D-01, 7.90408900171D-01,-1.97611850164D-01,-2.09591099829D-01, 1.52342312803D+30, 5.52442020225D+09, 5.62729070313D+09, 2.50016116870D+12, 6.96351643886D+03, 1.13066381431D+00, 1.00000000000D+00, 5.08220685990D+08, 1.00000000000D+33, 2.96864415916D-01, 2.96864414830D-01, 9.21872633019D+33, 0.00000000000D+00, 2.32339656912D+06, 1.51529585024D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 8.00527489360D-01, 7.89244411953D-01,-1.99472510640D-01,-2.10755588047D-01, 1.51989045721D+30, 5.51628122224D+09, 5.61890951297D+09, 2.52979969882D+12, 6.98792063703D+03, 1.13618053215D+00, 1.00000000000D+00, 5.08219992959D+08, 1.00000000000D+33, 2.96854850977D-01, 2.96854849897D-01, 9.21976548837D+33, 0.00000000000D+00, 2.33045319492D+06, 1.51674135656D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.98660830057D-01, 7.88078395816D-01,-2.01339169943D-01,-2.11921604184D-01, 1.51634639695D+30, 5.50813156313D+09, 5.61051785302D+09, 2.55964270954D+12, 7.01229063477D+03, 1.14170846085D+00, 1.00000000000D+00, 5.08219304979D+08, 1.00000000000D+33, 2.96857809582D-01, 2.96857808509D-01, 9.22102449235D+33, 0.00000000000D+00, 2.33748810012D+06, 1.51816352055D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.96788250643D-01, 7.86910885302D-01,-2.03211749357D-01,-2.13089114698D-01, 1.51279109670D+30, 5.49997145932D+09, 5.60211596417D+09, 2.58969013740D+12, 7.03662733300D+03, 1.14724759511D+00, 1.00000000000D+00, 5.08218621977D+08, 1.00000000000D+33, 2.96874278397D-01, 2.96874277330D-01, 9.22249697319D+33, 0.00000000000D+00, 2.34450216479D+06, 1.51955954287D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.94909830697D-01, 7.85741914230D-01,-2.05090169303D-01,-2.14258085770D-01, 1.50922470755D+30, 5.49180114722D+09, 5.59370408930D+09, 2.61994189576D+12, 7.06093170366D+03, 1.15279791600D+00, 1.00000000000D+00, 5.08217943885D+08, 1.00000000000D+33, 2.96905209254D-01, 2.96905208193D-01, 9.22417624250D+33, 0.00000000000D+00, 2.35149626974D+06, 1.52092670920D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.93025650612D-01, 7.84571516663D-01,-2.06974349388D-01,-2.15428483337D-01, 1.50564738214D+30, 5.48362086488D+09, 5.58528247299D+09, 2.65039787516D+12, 7.08520478730D+03, 1.15835939120D+00, 1.00000000000D+00, 5.08217270633D+08, 1.00000000000D+33, 2.96951520826D-01, 2.96951519771D-01, 9.22605531184D+33, 0.00000000000D+00, 2.35847129650D+06, 1.52226238793D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.91135830868D-01, 7.83399751195D-01,-2.08864169132D-01,-2.16600248805D-01, 1.50205934921D+30, 5.47543102185D+09, 5.57685153438D+09, 2.68105730443D+12, 7.10944989957D+03, 1.16393184293D+00, 1.00000000000D+00, 5.08216581253D+08, 1.00000000000D+33, 2.97150556000D-01, 2.97150554951D-01, 9.22811278364D+33, 0.00000000000D+00, 2.36540707029D+06, 1.52356196987D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.89240658763D-01, 7.82226779100D-01,-2.10759341237D-01,-2.17773220900D-01, 1.49846115422D+30, 5.46723274532D+09, 5.56841242535D+09, 2.71191667281D+12, 7.13367977966D+03, 1.16951457009D+00, 1.00000000000D+00, 5.08215916886D+08, 1.00000000000D+33, 2.97437820792D-01, 2.97437819748D-01, 9.23026759992D+33, 0.00000000000D+00, 2.37230323583D+06, 1.52482043247D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.87340217174D-01, 7.81052634440D-01,-2.12659782826D-01,-2.18947365560D-01, 1.49485295454D+30, 5.45902627335D+09, 5.55996539984D+09, 2.74297575432D+12, 7.15789574546D+03, 1.17510780471D+00, 1.00000000000D+00, 5.08215257031D+08, 1.00000000000D+33, 2.97741929542D-01, 2.97741928504D-01, 9.23251246011D+33, 0.00000000000D+00, 2.37916703559D+06, 1.52604349095D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.85434585473D-01, 7.79877349148D-01,-2.14565414527D-01,-2.20122650852D-01, 1.49123490085D+30, 5.45081182915D+09, 5.55151068680D+09, 2.77423437046D+12, 7.18209895225D+03, 1.18071178835D+00, 1.00000000000D+00, 5.08214601621D+08, 1.00000000000D+33, 2.98060376233D-01, 2.98060375201D-01, 9.23484123256D+33, 0.00000000000D+00, 2.38599704865D+06, 1.52723741960D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.83523839592D-01, 7.78700953098D-01,-2.16476160408D-01,-2.21299046902D-01, 1.48760713732D+30, 5.44258962150D+09, 5.54304850033D+09, 2.80569238862D+12, 7.20629039617D+03, 1.18632677771D+00, 1.00000000000D+00, 5.08213950590D+08, 1.00000000000D+33, 2.98390724431D-01, 2.98390723404D-01, 9.23724890526D+33, 0.00000000000D+00, 2.39279191229D+06, 1.52840833448D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.81608052110D-01, 7.77523474184D-01,-2.18391947890D-01,-2.22476525816D-01, 1.48396980175D+30, 5.43435984536D+09, 5.53457904023D+09, 2.83734972161D+12, 7.23047091840D+03, 1.19195304419D+00, 1.00000000000D+00, 5.08213303877D+08, 1.00000000000D+33, 2.98730604225D-01, 2.98730603203D-01, 9.23973153765D+33, 0.00000000000D+00, 2.39955032048D+06, 1.52956219728D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.79687292341D-01, 7.76344938395D-01,-2.20312707659D-01,-2.23655061605D-01, 1.48032302574D+30, 5.42612268239D+09, 5.52610249256D+09, 2.86920632709D+12, 7.25464120900D+03, 1.19759087341D+00, 1.00000000000D+00, 5.08212661421D+08, 1.00000000000D+33, 2.99077709536D-01, 2.99077708520D-01, 9.24228621493D+33, 0.00000000000D+00, 2.40627102257D+06, 1.53070481891D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.77761626420D-01, 7.75165369895D-01,-2.22238373580D-01,-2.24834630105D-01, 1.47666693485D+30, 5.41787830148D+09, 5.51761903018D+09, 2.90126220699D+12, 7.27880181077D+03, 1.20324056479D+00, 1.00000000000D+00, 5.08212023166D+08, 1.00000000000D+33, 2.99429795764D-01, 2.99429794753D-01, 9.24491100443D+33, 0.00000000000D+00, 2.41295282206D+06, 1.53184186305D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.75831117386D-01, 7.73984791092D-01,-2.24168882614D-01,-2.26015208908D-01, 1.47300164878D+30, 5.40962685924D+09, 5.50912881328D+09, 2.93351740689D+12, 7.30295312282D+03, 1.20890243110D+00, 1.00000000000D+00, 5.08211389057D+08, 1.00000000000D+33, 2.99784677734D-01, 2.99784676728D-01, 9.24760491389D+33, 0.00000000000D+00, 2.41959457552D+06, 1.53297884949D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.73895825265D-01, 7.72803222714D-01,-2.26104174735D-01,-2.27196777286D-01, 1.46932728148D+30, 5.40136850053D+09, 5.50063198992D+09, 2.96597201576D+12, 7.32709540441D+03, 1.21457679809D+00, 1.00000000000D+00, 5.08210759042D+08, 1.00000000000D+33, 3.00140227948D-01, 3.00140226947D-01, 9.25036785111D+33, 0.00000000000D+00, 2.42619519165D+06, 1.53412115733D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.71955806946D-01, 7.71620683742D-01,-2.28044193054D-01,-2.28379316258D-01, 1.46564394097D+30, 5.39310335805D+09, 5.49212869556D+09, 2.99862615830D+12, 7.35122877317D+03, 1.22026349741D+00, 1.00000000000D+00, 5.08210208772D+08, 1.00000000000D+33, 3.00272561065D-01, 3.00272560069D-01, 9.25320059253D+33, 0.00000000000D+00, 2.43276165754D+06, 1.53527047050D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.70010553690D-01, 7.70436847367D-01,-2.29989446310D-01,-2.29563152633D-01, 1.46195066135D+30, 5.38482914759D+09, 5.48361660425D+09, 3.03148955406D+12, 7.37532093806D+03, 1.22596079763D+00, 1.00000000000D+00, 5.08209585568D+08, 1.00000000000D+33, 3.00097689009D-01, 3.00097688017D-01, 9.25630269932D+33, 0.00000000000D+00, 2.43931709087D+06, 1.53639398750D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.68060097468D-01, 7.69251714274D-01,-2.31939902532D-01,-2.30748285726D-01, 1.45824750332D+30, 5.37654587395D+09, 5.47509569666D+09, 3.06456284867D+12, 7.39937029934D+03, 1.23166790307D+00, 1.00000000000D+00, 5.08208966827D+08, 1.00000000000D+33, 2.99953295888D-01, 2.99953294901D-01, 9.25968312647D+33, 0.00000000000D+00, 2.44585803738D+06, 1.53747554074D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.66104535118D-01, 7.68065324549D-01,-2.33895464882D-01,-2.31934675451D-01, 1.45453465075D+30, 5.36825381732D+09, 5.46656625714D+09, 3.09784558847D+12, 7.42337898546D+03, 1.23738481471D+00, 1.00000000000D+00, 5.08208352468D+08, 1.00000000000D+33, 2.99842565369D-01, 2.99842564388D-01, 9.26332805539D+33, 0.00000000000D+00, 2.45238496446D+06, 1.53850617120D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.64143966712D-01, 7.66877720059D-01,-2.35856033288D-01,-2.33122279941D-01, 1.45081229361D+30, 5.35995327031D+09, 5.45802858563D+09, 3.13133725129D+12, 7.44734934359D+03, 1.24311152477D+00, 1.00000000000D+00, 5.08207742410D+08, 1.00000000000D+33, 2.99768578507D-01, 2.99768577530D-01, 9.26722258354D+33, 0.00000000000D+00, 2.45889829826D+06, 1.53947718634D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.62178495367D-01, 7.65688944327D-01,-2.37821504633D-01,-2.34311055673D-01, 1.44708062770D+30, 5.35164453711D+09, 5.44948299409D+09, 3.16503724672D+12, 7.47128393222D+03, 1.24884801745D+00, 1.00000000000D+00, 5.08207136558D+08, 1.00000000000D+33, 2.99734516509D-01, 2.99734515536D-01, 9.27135077861D+33, 0.00000000000D+00, 2.46539741963D+06, 1.54038015227D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.60208228661D-01, 7.64499043392D-01,-2.39791771339D-01,-2.35500956608D-01, 1.44333985727D+30, 5.34332793951D+09, 5.44092981239D+09, 3.19894488905D+12, 7.49518560589D+03, 1.25459429343D+00, 1.00000000000D+00, 5.08206526263D+08, 1.00000000000D+33, 2.99792094374D-01, 2.99792093406D-01, 9.27569517647D+33, 0.00000000000D+00, 2.47189686794D+06, 1.54096614754D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.58233449078D-01, 7.63308168387D-01,-2.41766550922D-01,-2.36691831613D-01, 1.43959051863D+30, 5.33500453382D+09, 5.43237011843D+09, 3.23305645036D+12, 7.51906736007D+03, 1.26034949696D+00, 1.00000000000D+00, 5.08205928800D+08, 1.00000000000D+33, 3.00056297625D-01, 3.00056296661D-01, 9.28017765472D+33, 0.00000000000D+00, 2.47846877308D+06, 1.54063745161D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.56254330591D-01, 7.62116404113D-01,-2.43745669409D-01,-2.37883595887D-01, 1.43583294211D+30, 5.32667491274D+09, 5.42380452539D+09, 3.26737002215D+12, 7.54293601311D+03, 1.26611326568D+00, 1.00000000000D+00, 5.08205335619D+08, 1.00000000000D+33, 3.00364185509D-01, 3.00364184549D-01, 9.28475813251D+33, 0.00000000000D+00, 2.48502735874D+06, 1.54023065271D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.54270979665D-01, 7.60923794365D-01,-2.45729020335D-01,-2.39076205635D-01, 1.43206732983D+30, 5.31833938238D+09, 5.41523334970D+09, 3.30188483710D+12, 7.56679453569D+03, 1.27188557076D+00, 1.00000000000D+00, 5.08204746632D+08, 1.00000000000D+33, 3.00715052968D-01, 3.00715052012D-01, 9.28942003875D+33, 0.00000000000D+00, 2.49157182663D+06, 1.53974731988D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.52283501331D-01, 7.59730381933D-01,-2.47716498669D-01,-2.40269618067D-01, 1.42829388120D+30, 5.30999824180D+09, 5.40665689766D+09, 3.33660013285D+12, 7.59064585840D+03, 1.27766639110D+00, 1.00000000000D+00, 5.08204161755D+08, 1.00000000000D+33, 3.01108223053D-01, 3.01108222101D-01, 9.29414726913D+33, 0.00000000000D+00, 2.49810140058D+06, 1.53918901432D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.50291977210D-01, 7.58536195431D-01,-2.49708022790D-01,-2.41463804569D-01, 1.42451275120D+30, 5.30165169101D+09, 5.39807537451D+09, 3.37151553437D+12, 7.61449159424D+03, 1.28345487888D+00, 1.00000000000D+00, 5.08203600259D+08, 1.00000000000D+33, 3.01439772524D-01, 3.01439771575D-01, 9.29893174257D+33, 0.00000000000D+00, 2.50465021965D+06, 1.53857037147D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.48296333622D-01, 7.57341167929D-01,-2.51703666378D-01,-2.42658832071D-01, 1.42072379993D+30, 5.29329926219D+09, 5.38948830461D+09, 3.40663341433D+12, 7.63832422715D+03, 1.28924824416D+00, 1.00000000000D+00, 5.08203026200D+08, 1.00000000000D+33, 3.01719503552D-01, 3.01719502606D-01, 9.30381940791D+33, 0.00000000000D+00, 2.51120536525D+06, 1.53794117939D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.46296631692D-01, 7.56145311873D-01,-2.53703368308D-01,-2.43854688127D-01, 1.41692714345D+30, 5.28494104235D+09, 5.38089577090D+09, 3.44195376289D+12, 7.66214403585D+03, 1.29504615968D+00, 1.00000000000D+00, 5.08202456237D+08, 1.00000000000D+33, 3.02002250372D-01, 3.02002249430D-01, 9.30880959551D+33, 0.00000000000D+00, 2.51774632192D+06, 1.53730567114D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.44292932669D-01, 7.54948639745D-01,-2.55707067331D-01,-2.45051360255D-01, 1.41312289805D+30, 5.27657711871D+09, 5.37229786148D+09, 3.47747657129D+12, 7.68595132009D+03, 1.30084863234D+00, 1.00000000000D+00, 5.08201890323D+08, 1.00000000000D+33, 3.02288240948D-01, 3.02288240010D-01, 9.31390155641D+33, 0.00000000000D+00, 2.52427320610D+06, 1.53666334373D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.42285297723D-01, 7.53751163937D-01,-2.57714702277D-01,-2.46248836063D-01, 1.40931117985D+30, 5.26820757791D+09, 5.36369466407D+09, 3.51320182452D+12, 7.70974639527D+03, 1.30665567181D+00, 1.00000000000D+00, 5.08201328412D+08, 1.00000000000D+33, 3.02577699313D-01, 3.02577698379D-01, 9.31909447168D+33, 0.00000000000D+00, 2.53078612612D+06, 1.53601369539D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.40273787949D-01, 7.52552896768D-01,-2.59726212051D-01,-2.47447103232D-01, 1.40549210487D+30, 5.25983250602D+09, 5.35508626587D+09, 3.54912950211D+12, 7.73352959264D+03, 1.31246729079D+00, 1.00000000000D+00, 5.08200770459D+08, 1.00000000000D+33, 3.02870845694D-01, 3.02870844763D-01, 9.32438745434D+33, 0.00000000000D+00, 2.53728518253D+06, 1.53535622570D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.38258464361D-01, 7.51353850478D-01,-2.61741535639D-01,-2.48646149522D-01, 1.40166578893D+30, 5.25145198862D+09, 5.34647275352D+09, 3.58525957810D+12, 7.75730125892D+03, 1.31828350496D+00, 1.00000000000D+00, 5.08200216420D+08, 1.00000000000D+33, 3.03167896641D-01, 3.03167895713D-01, 9.32977955195D+33, 0.00000000000D+00, 2.54377046824D+06, 1.53469043574D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.36239387879D-01, 7.50154037232D-01,-2.63760612121D-01,-2.49845962768D-01, 1.39783234771D+30, 5.24306611071D+09, 5.33785421309D+09, 3.62159202115D+12, 7.78106175609D+03, 1.32410433306D+00, 1.00000000000D+00, 5.08199666250D+08, 1.00000000000D+33, 3.03469065154D-01, 3.03469064230D-01, 9.33526974893D+33, 0.00000000000D+00, 2.55024206869D+06, 1.53401582819D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.34216619327D-01, 7.48953469118D-01,-2.65783380673D-01,-2.51046530882D-01, 1.39399189668D+30, 5.23467495679D+09, 5.32923073008D+09, 3.65812679467D+12, 7.80481146112D+03, 1.32992979692D+00, 1.00000000000D+00, 5.08199119904D+08, 1.00000000000D+33, 3.03774560818D-01, 3.03774559898D-01, 9.34085696882D+33, 0.00000000000D+00, 2.55670006207D+06, 1.53333190746D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.32190219418D-01, 7.47752158148D-01,-2.67809780582D-01,-2.52247841852D-01, 1.39014455112D+30, 5.22627861080D+09, 5.32060238947D+09, 3.69486385679D+12, 7.82855076566D+03, 1.33575992154D+00, 1.00000000000D+00, 5.08198577341D+08, 1.00000000000D+33, 3.04084589935D-01, 3.04084589017D-01, 9.34654007645D+33, 0.00000000000D+00, 2.56314451943D+06, 1.53263817978D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.30160248763D-01, 7.46550116266D-01,-2.69839751237D-01,-2.53449883734D-01, 1.38629042610D+30, 5.21787715625D+09, 5.31196927571D+09, 3.73180316109D+12, 7.85228007619D+03, 1.34159473515D+00, 1.00000000000D+00, 5.08198038516D+08, 1.00000000000D+33, 3.04399355656D-01, 3.04399354742D-01, 9.35231787954D+33, 0.00000000000D+00, 2.56957550506D+06, 1.53193415325D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.28126767736D-01, 7.45347355275D-01,-2.71873232264D-01,-2.54652644725D-01, 1.38242963624D+30, 5.20947067560D+09, 5.30333147224D+09, 3.76894465133D+12, 7.87599981040D+03, 1.34743411961D+00, 1.00000000000D+00, 5.08197526939D+08, 1.00000000000D+33, 3.04609479027D-01, 3.04609478116D-01, 9.35818913518D+33, 0.00000000000D+00, 2.57599199803D+06, 1.53122023073D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.26089503877D-01, 7.44143689658D-01,-2.73910496123D-01,-2.55856310342D-01, 1.37856166426D+30, 5.20105787224D+09, 5.29468765845D+09, 3.80629439326D+12, 7.89969054928D+03, 1.35327696772D+00, 1.00000000000D+00, 5.08196996643D+08, 1.00000000000D+33, 3.04541269704D-01, 3.04541268797D-01, 9.36426603546D+33, 0.00000000000D+00, 2.58239280672D+06, 1.53050963562D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.24048418018D-01, 7.42939070418D-01,-2.75951581982D-01,-2.57060929582D-01, 1.37468643579D+30, 5.19263840370D+09, 5.28603747256D+09, 3.84385422414D+12, 7.92334658955D+03, 1.35912271790D+00, 1.00000000000D+00, 5.08196470342D+08, 1.00000000000D+33, 3.04469298485D-01, 3.04469297581D-01, 9.37058122032D+33, 0.00000000000D+00, 2.58878116194D+06, 1.52980101665D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.22003564872D-01, 7.41733504034D-01,-2.77996435128D-01,-2.58266495966D-01, 1.37080405471D+30, 5.18421231528D+09, 5.27738095623D+09, 3.88162426590D+12, 7.94696780854D+03, 1.36497133013D+00, 1.00000000000D+00, 5.08195947999D+08, 1.00000000000D+33, 3.04396580856D-01, 3.04396579955D-01, 9.37713526855D+33, 0.00000000000D+00, 2.59515765527D+06, 1.52908688152D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.19955002229D-01, 7.40526998728D-01,-2.80044997771D-01,-2.59473001272D-01, 1.36691463073D+30, 5.17577966443D+09, 5.26871816728D+09, 3.91960458076D+12, 7.97055427992D+03, 1.37082275326D+00, 1.00000000000D+00, 5.08195429577D+08, 1.00000000000D+33, 3.04326059904D-01, 3.04326059005D-01, 9.38392767786D+33, 0.00000000000D+00, 2.60152285233D+06, 1.52835993716D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.17902790809D-01, 7.39319564370D-01,-2.82097209191D-01,-2.60680435630D-01, 1.36301827914D+30, 5.16734052013D+09, 5.26004917543D+09, 3.95779517044D+12, 7.99410626843D+03, 1.37667692530D+00, 1.00000000000D+00, 5.08194915036D+08, 1.00000000000D+33, 3.04260608266D-01, 3.04260607371D-01, 9.39095690520D+33, 0.00000000000D+00, 2.60787729324D+06, 1.52761308455D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.15846994174D-01, 7.38111212414D-01,-2.84153005826D-01,-2.61888787586D-01, 1.35911512063D+30, 5.15889496245D+09, 5.25137406176D+09, 3.99619597722D+12, 8.01762422587D+03, 1.38253377384D+00, 1.00000000000D+00, 5.08194404336D+08, 1.00000000000D+33, 3.04203030452D-01, 3.04203029559D-01, 9.39822040378D+33, 0.00000000000D+00, 2.61422149336D+06, 1.52683941354D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.13787678630D-01, 7.36901955836D-01,-2.86212321370D-01,-2.63098044164D-01, 1.35520528107D+30, 5.15044308208D+09, 5.24269291830D+09, 4.03480688470D+12, 8.04110878701D+03, 1.38839321657D+00, 1.00000000000D+00, 5.08193897434D+08, 1.00000000000D+33, 3.04156065476D-01, 3.04156064587D-01, 9.40571465854D+33, 0.00000000000D+00, 2.62055594415D+06, 1.52603219758D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
 7.11724913125D-01, 7.35691809071D-01,-2.88275086875D-01,-2.64308190929D-01, 1.35128889138D+30, 5.14198497991D+09, 5.23400584753D+09, 4.07362771856D+12, 8.06456076566D+03, 1.39425516163D+00, 1.00000000000D+00, 5.08193394289D+08, 1.00000000000D+33, 3.04122389804D-01, 3.04122388917D-01, 9.41343521978D+33, 0.00000000000D+00, 2.62688111399D+06, 1.52518488846D+08, 7.01478737173D-01, 2.78021262827D-01, 2.05000000000D-02
