# M_MTOT,R_RTOT,MATM_MTOT,RATM_RTOT,M_G,R_CM,REQ_CM,P_CGS,T_K,RHO_GCC,L_CGS,S_CGS,KROSS_CGS,GRADT,GRADAD,GRADRAD,TAUV,VSOUND_CGS,CP_CGS,X,Y,Z
 5.82456063466D-02, 2.63966609302D-01,-9.41754393653D-01,-7.36033390698D-01, 1.10585760560D+29, 1.84494692410D+09, 1.87187707381D+09, 3.03267672351D+13, 1.55709222674D+04, 3.95951774073D+00, 1.00000000000D+00, 4.40846374108D+08, 1.00000000000D+33, 3.43890414619D-01, 3.43890413595D-01, 6.16179782380D+34, 0.00000000000D+00, 4.04997793368D+06, 1.28527951083D+08, 5.89379692341D-01, 2.33592378024D-01, 1.77027929635D-01
 5.72035480026D-02, 2.62285878744D-01,-9.42796451997D-01,-7.37714121256D-01, 1.08607296917D+29, 1.83319976152D+09, 1.85994589850D+09, 3.04255817131D+13, 1.55883549085D+04, 3.96578243786D+00, 1.00000000000D+00, 4.40846288454D+08, 1.00000000000D+33, 3.44044941383D-01, 3.44044940353D-01, 6.26637855853D+34, 0.00000000000D+00, 4.05305109150D+06, 1.28548915154D+08, 5.89379689525D-01, 2.33592376908D-01, 1.77027933567D-01
 5.61699740616D-02, 2.60599959282D-01,-9.43830025938D-01,-7.39400040718D-01, 1.06644941857D+29, 1.82141633205D+09, 1.84797798737D+09, 3.05243343728D+13, 1.56057473203D+04, 3.97203385347D+00, 1.00000000000D+00, 4.40846203336D+08, 1.00000000000D+33, 3.44196701956D-01, 3.44196700919D-01, 6.37390431603D+34, 0.00000000000D+00, 4.05611309598D+06, 1.28570038402D+08, 5.89379686995D-01, 2.33592375905D-01, 1.77027937101D-01
 5.51449176222D-02, 2.58908785371D-01,-9.44855082378D-01,-7.41091214629D-01, 1.04698758221D+29, 1.80959617754D+09, 1.83597287359D+09, 3.06230217071D+13, 1.56230989805D+04, 3.97827183044D+00, 1.00000000000D+00, 4.40846118735D+08, 1.00000000000D+33, 3.44345682524D-01, 3.44345681481D-01, 6.48448748880D+34, 0.00000000000D+00, 4.05916391335D+06, 1.28591324325D+08, 5.89379684720D-01, 2.33592375003D-01, 1.77027940277D-01
 5.41284118392D-02, 2.57212290256D-01,-9.45871588161D-01,-7.42787709744D-01, 1.02768808956D+29, 1.79773883144D+09, 1.82393008169D+09, 3.07216401559D+13, 1.56404093604D+04, 3.98449620904D+00, 1.00000000000D+00, 4.40846034637D+08, 1.00000000000D+33, 3.44491870050D-01, 3.44491869000D-01, 6.59824585797D+34, 0.00000000000D+00, 4.06220350884D+06, 1.28612776285D+08, 5.89379682674D-01, 2.33592374192D-01, 1.77027943134D-01
 5.31204899225D-02, 2.55510405946D-01,-9.46879510078D-01,-7.44489594054D-01, 1.00855157116D+29, 1.78584381854D+09, 1.81184912736D+09, 3.08201861056D+13, 1.56576779242D+04, 3.99070682683D+00, 1.00000000000D+00, 4.40845951030D+08, 1.00000000000D+33, 3.44635252273D-01, 3.44635251216D-01, 6.71530290414D+34, 0.00000000000D+00, 4.06523184668D+06, 1.28634397505D+08, 5.89379680833D-01, 2.33592373463D-01, 1.77027945704D-01
 5.21211851353D-02, 2.53803063180D-01,-9.47878814865D-01,-7.46196936820D-01, 9.89578658551D+28, 1.77391065475D+09, 1.79972951718D+09, 3.09186558875D+13, 1.56749041295D+04, 3.99690351867D+00, 1.00000000000D+00, 4.40845867900D+08, 1.00000000000D+33, 3.44775817711D-01, 3.44775816647D-01, 6.83578813917D+34, 0.00000000000D+00, 4.06824889003D+06, 1.28656191074D+08, 5.89379679177D-01, 2.33592372806D-01, 1.77027948017D-01
 5.11305307920D-02, 2.52090191394D-01,-9.48869469208D-01,-7.47909808606D-01, 9.70769984236D+28, 1.76193884688D+09, 1.78757074844D+09, 3.10170457773D+13, 1.56920874264D+04, 4.00308611659D+00, 1.00000000000D+00, 4.40845785238D+08, 1.00000000000D+33, 3.44913555664D-01, 3.44913554592D-01, 6.95983746048D+34, 0.00000000000D+00, 4.07125460102D+06, 1.28678159945D+08, 5.89379677686D-01, 2.33592372215D-01, 1.77027950099D-01
 5.01485602562D-02, 2.50371718685D-01,-9.49851439744D-01,-7.49628281315D-01, 9.52126181663D+28, 1.74992789235D+09, 1.77537230882D+09, 3.11153519938D+13, 1.57092272584D+04, 4.00925444983D+00, 1.00000000000D+00, 4.40845703035D+08, 1.00000000000D+33, 3.45048456209D-01, 3.45048455130D-01, 7.08759352976D+34, 0.00000000000D+00, 4.07424894067D+06, 1.28700306932D+08, 5.89379676343D-01, 2.33592371683D-01, 1.77027951974D-01
 4.91753069385D-02, 2.48647571773D-01,-9.50824693062D-01,-7.51352428227D-01, 9.33647885168D+28, 1.73787727902D+09, 1.76313367617D+09, 3.12135706978D+13, 1.57263230616D+04, 4.01540834472D+00, 1.00000000000D+00, 4.40845621282D+08, 1.00000000000D+33, 3.45180510209D-01, 3.45180509123D-01, 7.21920617785D+34, 0.00000000000D+00, 4.07723186890D+06, 1.28722634711D+08, 5.89379675133D-01, 2.33592371203D-01, 1.77027953664D-01
 4.82108042937D-02, 2.46917675969D-01,-9.51789195706D-01,-7.53082324031D-01, 9.15335729930D+28, 1.72578648484D+09, 1.75085431822D+09, 3.13116979912D+13, 1.57433742649D+04, 4.02154762466D+00, 1.00000000000D+00, 4.40845539971D+08, 1.00000000000D+33, 3.45309709309D-01, 3.45309708215D-01, 7.35483283799D+34, 0.00000000000D+00, 4.08020334450D+06, 1.28745145821D+08, 5.89379674042D-01, 2.33592370771D-01, 1.77027955187D-01
 4.72550858185D-02, 2.45181955129D-01,-9.52744914181D-01,-7.54818044871D-01, 8.97190351920D+28, 1.71365497763D+09, 1.73853369232D+09, 3.14097299156D+13, 1.57603802899D+04, 4.02767211007D+00, 1.00000000000D+00, 4.40845459098D+08, 1.00000000000D+33, 3.45436045940D-01, 3.45436044839D-01, 7.49463900959D+34, 0.00000000000D+00, 4.08316332511D+06, 1.28767842660D+08, 5.89379673059D-01, 2.33592370381D-01, 1.77027956560D-01
 4.63081850485D-02, 2.43440331620D-01,-9.53691814951D-01,-7.56559668380D-01, 8.79212387848D+28, 1.70148221478D+09, 1.72617124511D+09, 3.15076624517D+13, 1.57773405508D+04, 4.03378161831D+00, 1.00000000000D+00, 4.40845378656D+08, 1.00000000000D+33, 3.45559513321D-01, 3.45559512211D-01, 7.63879875512D+34, 0.00000000000D+00, 4.08611176718D+06, 1.28790727487D+08, 5.89379672171D-01, 2.33592370030D-01, 1.77027957799D-01
 4.53701355550D-02, 2.41692726275D-01,-9.54629864445D-01,-7.58307273725D-01, 8.61402475102D+28, 1.68926764297D+09, 1.71376641227D+09, 3.16054915177D+13, 1.57942544543D+04, 4.03987596366D+00, 1.00000000000D+00, 4.40845298639D+08, 1.00000000000D+33, 3.45680105456D-01, 3.45680104339D-01, 7.78749523269D+34, 0.00000000000D+00, 4.08904862599D+06, 1.28813802422D+08, 5.89379671371D-01, 2.33592369712D-01, 1.77027958917D-01
 4.44409709525D-02, 2.39939058371D-01,-9.55559029048D-01,-7.60060941629D-01, 8.43761251893D+28, 1.67701069799D+09, 1.70131861831D+09, 3.17032129672D+13, 1.58111214028D+04, 4.04595495671D+00, 1.00000000000D+00, 4.40845219044D+08, 1.00000000000D+33, 3.45797994820D-01, 3.45797993694D-01, 7.94092125870D+34, 0.00000000000D+00, 4.09197423101D+06, 1.28837069332D+08, 5.89379670648D-01, 2.33592369426D-01, 1.77027959926D-01
 4.35207248957D-02, 2.38179245585D-01,-9.56479275104D-01,-7.61820754415D-01, 8.26289357190D+28, 1.66471080448D+09, 1.68882727627D+09, 3.18008225881D+13, 1.58279407945D+04, 4.05201840438D+00, 1.00000000000D+00, 4.40845139868D+08, 1.00000000000D+33, 3.45913037218D-01, 3.45913036084D-01, 8.09927991930D+34, 0.00000000000D+00, 4.09488824073D+06, 1.28860529852D+08, 5.89379669995D-01, 2.33592369167D-01, 1.77027960838D-01
 4.26094310409D-02, 2.36413203884D-01,-9.57390568959D-01,-7.63586796116D-01, 8.08987430000D+28, 1.65236737508D+09, 1.67629178695D+09, 3.18983161050D+13, 1.58447120131D+04, 4.05806611132D+00, 1.00000000000D+00, 4.40845061106D+08, 1.00000000000D+33, 3.46025190826D-01, 3.46025189682D-01, 8.26278525672D+34, 0.00000000000D+00, 4.09779052604D+06, 1.28884185681D+08, 5.89379669405D-01, 2.33592368933D-01, 1.77027961662D-01
 4.17071230657D-02, 2.34640847518D-01,-9.58292876934D-01,-7.65359152482D-01, 7.91856109722D+28, 1.63997981048D+09, 1.66371153881D+09, 3.19956891757D+13, 1.58614344346D+04, 4.06409787888D+00, 1.00000000000D+00, 4.40844982758D+08, 1.00000000000D+33, 3.46134452796D-01, 3.46134451643D-01, 8.43166295963D+34, 0.00000000000D+00, 4.10068103711D+06, 1.28908038382D+08, 5.89379668872D-01, 2.33592368722D-01, 1.77027962407D-01
 4.08138346636D-02, 2.32862088972D-01,-9.59186165336D-01,-7.67137911028D-01, 7.74896036073D+28, 1.62754749899D+09, 1.65108590766D+09, 3.20929373899D+13, 1.58781074269D+04, 4.07011350505D+00, 1.00000000000D+00, 4.40844904819D+08, 1.00000000000D+33, 3.46240821080D-01, 3.46240819918D-01, 8.60615112445D+34, 0.00000000000D+00, 4.10355972283D+06, 1.28932089375D+08, 5.89379668389D-01, 2.33592368531D-01, 1.77027963080D-01
 3.99295995405D-02, 2.31076838911D-01,-9.60070400459D-01,-7.68923161089D-01, 7.58107848992D+28, 1.61506981624D+09, 1.63841425623D+09, 3.21900562683D+13, 1.58947303502D+04, 4.07611278440D+00, 1.00000000000D+00, 4.40844827288D+08, 1.00000000000D+33, 3.46344294427D-01, 3.46344293256D-01, 8.78650107469D+34, 0.00000000000D+00, 4.10642653071D+06, 1.28956339934D+08, 5.89379667952D-01, 2.33592368358D-01, 1.77027963690D-01
 3.90544514088D-02, 2.29285006128D-01,-9.60945548591D-01,-7.70714993872D-01, 7.41492188547D+28, 1.60254612474D+09, 1.62569593383D+09, 3.22870412612D+13, 1.59113025562D+04, 4.08209550801D+00, 1.00000000000D+00, 4.40844750163D+08, 1.00000000000D+33, 3.46444872389D-01, 3.46444871209D-01, 8.97297824350D+34, 0.00000000000D+00, 4.10928140693D+06, 1.28980791187D+08, 5.89379667557D-01, 2.33592368201D-01, 1.77027964242D-01
 3.81884239825D-02, 2.27486497488D-01,-9.61811576018D-01,-7.72513502512D-01, 7.25049694834D+28, 1.58997577354D+09, 1.61293027592D+09, 3.23838877476D+13, 1.59278233890D+04, 4.08806146344D+00, 1.00000000000D+00, 4.40844673444D+08, 1.00000000000D+33, 3.46542555319D-01, 3.46542554128D-01, 9.16586312488D+34, 0.00000000000D+00, 4.11212429630D+06, 1.29005444117D+08, 5.89379667199D-01, 2.33592368059D-01, 1.77027964742D-01
 3.73315509711D-02, 2.25681217870D-01,-9.62668449029D-01,-7.74318782130D-01, 7.08781007872D+28, 1.57735809781D+09, 1.60011660368D+09, 3.24805910340D+13, 1.59442921840D+04, 4.09401043467D+00, 1.00000000000D+00, 4.40844597129D+08, 1.00000000000D+33, 3.46637344374D-01, 3.46637343173D-01, 9.36545229964D+34, 0.00000000000D+00, 4.11495514219D+06, 1.29030299560D+08, 5.89379666874D-01, 2.33592367930D-01, 1.77027965196D-01
 3.64838660743D-02, 2.23869070103D-01,-9.63516133926D-01,-7.76130929897D-01, 6.92686767479D+28, 1.56469241841D+09, 1.58725422358D+09, 3.25771463530D+13, 1.59607082687D+04, 4.09994220202D+00, 1.00000000000D+00, 4.40844521216D+08, 1.00000000000D+33, 3.46729241518D-01, 3.46729240307D-01, 9.57205954297D+34, 0.00000000000D+00, 4.11777388659D+06, 1.29055358206D+08, 5.89379666580D-01, 2.33592367814D-01, 1.77027965607D-01
 3.56454029745D-02, 2.22049954908D-01,-9.64354597025D-01,-7.77950045092D-01, 6.76767613160D+28, 1.55197804141D+09, 1.57434242689D+09, 3.26735488627D+13, 1.59770709618D+04, 4.10585654215D+00, 1.00000000000D+00, 4.40844445707D+08, 1.00000000000D+33, 3.46818249525D-01, 3.46818248304D-01, 9.78601702088D+34, 0.00000000000D+00, 4.12058047002D+06, 1.29080620594D+08, 5.89379666313D-01, 2.33592367708D-01, 1.77027965980D-01
 3.48161953310D-02, 2.20223770828D-01,-9.65183804669D-01,-7.79776229172D-01, 6.61024183969D+28, 1.53921425773D+09, 1.56138048927D+09, 3.27697936453D+13, 1.59933795738D+04, 4.11175322798D+00, 1.00000000000D+00, 4.40844370600D+08, 1.00000000000D+33, 3.46904371978D-01, 3.46904370746D-01, 1.00076765837D+35, 0.00000000000D+00, 4.12337483154D+06, 1.29106087115D+08, 5.89379666070D-01, 2.33592367612D-01, 1.77027966318D-01
 3.39962767718D-02, 2.18390414163D-01,-9.66003723228D-01,-7.81609585837D-01, 6.45457118373D+28, 1.52640034256D+09, 1.54836767022D+09, 3.28658757059D+13, 1.60096334069D+04, 4.11763202861D+00, 1.00000000000D+00, 4.40844295895D+08, 1.00000000000D+33, 3.46987613271D-01, 3.46987612028D-01, 1.02374111656D+35, 0.00000000000D+00, 4.12615690874D+06, 1.29131758011D+08, 5.89379665850D-01, 2.33592367524D-01, 1.77027966626D-01
 3.31856808864D-02, 2.16549778896D-01,-9.66814319114D-01,-7.83450221104D-01, 6.30067054105D+28, 1.51353555491D+09, 1.53530321254D+09, 3.29617899721D+13, 1.60258317543D+04, 4.12349270935D+00, 1.00000000000D+00, 4.40844221592D+08, 1.00000000000D+33, 3.47067978614D-01, 3.47067977359D-01, 1.04756163002D+35, 0.00000000000D+00, 4.12892663768D+06, 1.29157633371D+08, 5.89379665650D-01, 2.33592367445D-01, 1.77027966905D-01
 3.23844412171D-02, 2.14701756621D-01,-9.67615558783D-01,-7.85298243379D-01, 6.14854628005D+28, 1.50061913710D+09, 1.52218634187D+09, 3.30575312922D+13, 1.60419739008D+04, 4.12933503161D+00, 1.00000000000D+00, 4.40844147691D+08, 1.00000000000D+33, 3.47145474031D-01, 3.47145472764D-01, 1.07227117630D+35, 0.00000000000D+00, 4.13168395292D+06, 1.29183713135D+08, 5.89379665468D-01, 2.33592367373D-01, 1.77027967160D-01
 3.15925912507D-02, 2.12846236465D-01,-9.68407408749D-01,-7.87153763535D-01, 5.99820475855D+28, 1.48765031422D+09, 1.50901626606D+09, 3.31530944350D+13, 1.60580591226D+04, 4.13515875291D+00, 1.00000000000D+00, 4.40844074194D+08, 1.00000000000D+33, 3.47220106365D-01, 3.47220105086D-01, 1.09791433528D+35, 0.00000000000D+00, 4.13442878749D+06, 1.29209997091D+08, 5.89379665302D-01, 2.33592367307D-01, 1.77027967391D-01
 3.08101644087D-02, 2.10983105008D-01,-9.69189835591D-01,-7.89016894992D-01, 5.84965232203D+28, 1.47462829352D+09, 1.49579217459D+09, 3.32484740884D+13, 1.60740866872D+04, 4.14096362678D+00, 1.00000000000D+00, 4.40844001099D+08, 1.00000000000D+33, 3.47291883278D-01, 3.47291881987D-01, 1.12453848258D+35, 0.00000000000D+00, 4.13716107285D+06, 1.29236484871D+08, 5.89379665151D-01, 2.33592367247D-01, 1.77027967601D-01
 3.00371940380D-02, 2.09112246198D-01,-9.69962805962D-01,-7.90887753802D-01, 5.70289530171D+28, 1.46155226388D+09, 1.48251323800D+09, 3.33436648590D+13, 1.60900558532D+04, 4.14674940279D+00, 1.00000000000D+00, 4.40843928408D+08, 1.00000000000D+33, 3.47360813253D-01, 3.47360811949D-01, 1.15219399970D+35, 0.00000000000D+00, 4.13988073892D+06, 1.29263175956D+08, 5.89379665014D-01, 2.33592367193D-01, 1.77027967793D-01
 2.92737133994D-02, 2.07233541267D-01,-9.70726286601D-01,-7.92766458733D-01, 5.55794001258D+28, 1.44842139519D+09, 1.46917860719D+09, 3.34386612710D+13, 1.61059658707D+04, 4.15251582650D+00, 1.00000000000D+00, 4.40843856121D+08, 1.00000000000D+33, 3.47426905596D-01, 3.47426904279D-01, 1.18093450253D+35, 0.00000000000D+00, 4.14258771402D+06, 1.29290069672D+08, 5.89379664889D-01, 2.33592367143D-01, 1.77027967968D-01
 2.85197556576D-02, 2.05346868634D-01,-9.71480244342D-01,-7.94653131366D-01, 5.41479275129D+28, 1.43523483769D+09, 1.45578741281D+09, 3.35334577659D+13, 1.61218159810D+04, 4.15826263848D+00, 1.00000000000D+00, 4.40843784232D+08, 1.00000000000D+33, 3.47490329564D-01, 3.47490328233D-01, 1.21081709010D+35, 0.00000000000D+00, 4.14528463899D+06, 1.29317143859D+08, 5.89379664775D-01, 2.33592367098D-01, 1.77027968127D-01
 2.77753539675D-02, 2.03452104065D-01,-9.72224646033D-01,-7.96547895935D-01, 5.27345981266D+28, 1.42199172308D+09, 1.44233876630D+09, 3.36280486891D+13, 1.61376054539D+04, 4.16398956599D+00, 1.00000000000D+00, 4.40843712722D+08, 1.00000000000D+33, 3.47552773935D-01, 3.47552772590D-01, 1.24190259919D+35, 0.00000000000D+00, 4.14797366567D+06, 1.29344187315D+08, 5.89379664671D-01, 2.33592367057D-01, 1.77027968272D-01
 2.70405415138D-02, 2.01549120733D-01,-9.72959458486D-01,-7.98450879267D-01, 5.13394749722D+28, 1.40869116489D+09, 1.42883176030D+09, 3.37224282824D+13, 1.61533336110D+04, 4.16969633777D+00, 1.00000000000D+00, 4.40843641617D+08, 1.00000000000D+33, 3.47614727007D-01, 3.47614725649D-01, 1.27425588723D+35, 0.00000000000D+00, 4.15065076221D+06, 1.29371138268D+08, 5.89379664576D-01, 2.33592367019D-01, 1.77027968405D-01
 2.63153513356D-02, 1.99637788715D-01,-9.73684648664D-01,-8.00362211285D-01, 4.99626207777D+28, 1.39533225508D+09, 1.41526546511D+09, 3.38165907034D+13, 1.61689997662D+04, 4.17538268095D+00, 1.00000000000D+00, 4.40843570919D+08, 1.00000000000D+33, 3.47676235200D-01, 3.47676233827D-01, 1.30794617811D+35, 0.00000000000D+00, 4.15331584147D+06, 1.29397986938D+08, 5.89379664489D-01, 2.33592366985D-01, 1.77027968526D-01
 2.55998163090D-02, 1.97717974885D-01,-9.74400183691D-01,-8.02282025115D-01, 4.86040979623D+28, 1.38191406318D+09, 1.40163892783D+09, 3.39105300262D+13, 1.61846032253D+04, 4.18104831865D+00, 1.00000000000D+00, 4.40843500630D+08, 1.00000000000D+33, 3.47737343503D-01, 3.47737342115D-01, 1.34304741425D+35, 0.00000000000D+00, 4.15596881442D+06, 1.29424723781D+08, 5.89379664409D-01, 2.33592366953D-01, 1.77027968637D-01
 2.48939691323D-02, 1.95789542795D-01,-9.75106030868D-01,-8.04210457205D-01, 4.72639686070D+28, 1.36843563549D+09, 1.38795117155D+09, 3.40042402410D+13, 1.62001432860D+04, 4.18669297005D+00, 1.00000000000D+00, 4.40843430749D+08, 1.00000000000D+33, 3.47798095487D-01, 3.47798094084D-01, 1.37963864148D+35, 0.00000000000D+00, 4.15860959012D+06, 1.29451339493D+08, 5.89379664337D-01, 2.33592366925D-01, 1.77027968739D-01
 2.41978423088D-02, 1.93852352556D-01,-9.75802157691D-01,-8.06147647444D-01, 4.59422944234D+28, 1.35489599432D+09, 1.37420119444D+09, 3.40977152552D+13, 1.62156192377D+04, 4.19231635035D+00, 1.00000000000D+00, 4.40843361278D+08, 1.00000000000D+33, 3.47858533311D-01, 3.47858531892D-01, 1.41780443029D+35, 0.00000000000D+00, 4.16123807574D+06, 1.29477825007D+08, 5.89379664270D-01, 2.33592366898D-01, 1.77027968832D-01
 2.35114681304D-02, 1.91906260715D-01,-9.76488531870D-01,-8.08093739285D-01, 4.46391367208D+28, 1.34129413700D+09, 1.36038796884D+09, 3.41909488934D+13, 1.62310303617D+04, 4.19791817089D+00, 1.00000000000D+00, 4.40843292217D+08, 1.00000000000D+33, 3.47918697721D-01, 3.47918696286D-01, 1.45763533742D+35, 0.00000000000D+00, 4.16385417662D+06, 1.29504171494D+08, 5.89379664209D-01, 2.33592366874D-01, 1.77027968917D-01
 2.28348786584D-02, 1.89951120124D-01,-9.77165121342D-01,-8.10048879876D-01, 4.33545563716D+28, 1.32762903508D+09, 1.34651044031D+09, 3.42839348986D+13, 1.62463759313D+04, 4.20349813916D+00, 1.00000000000D+00, 4.40843223570D+08, 1.00000000000D+33, 3.47978628066D-01, 3.47978626614D-01, 1.49922841227D+35, 0.00000000000D+00, 4.16645779627D+06, 1.29530370359D+08, 5.89379664154D-01, 2.33592366852D-01, 1.77027968994D-01
 2.21681057048D-02, 1.87986779799D-01,-9.77831894295D-01,-8.12013220201D-01, 4.20886137739D+28, 1.31389963328D+09, 1.33256752661D+09, 3.43766669331D+13, 1.62616552117D+04, 4.20905595893D+00, 1.00000000000D+00, 4.40843155335D+08, 1.00000000000D+33, 3.48038362295D-01, 3.48038360826D-01, 1.54268775302D+35, 0.00000000000D+00, 4.16904883641D+06, 1.29556413244D+08, 5.89379664102D-01, 2.33592366832D-01, 1.77027969066D-01
 2.15111808111D-02, 1.86013084782D-01,-9.78488819189D-01,-8.13986915218D-01, 4.08413688132D+28, 1.30010484856D+09, 1.31855811660D+09, 3.44691385805D+13, 1.62768674607D+04, 4.21459133031D+00, 1.00000000000D+00, 4.40843087515D+08, 1.00000000000D+33, 3.48097936971D-01, 3.48097935484D-01, 1.58812511786D+35, 0.00000000000D+00, 4.17162719706D+06, 1.29582292027D+08, 5.89379664055D-01, 2.33592366813D-01, 1.77027969131D-01
 2.08641352270D-02, 1.84029875986D-01,-9.79135864773D-01,-8.15970124014D-01, 3.96128808203D+28, 1.28624356899D+09, 1.30448106920D+09, 3.45613433472D+13, 1.62920119282D+04, 4.22010394989D+00, 1.00000000000D+00, 4.40843020112D+08, 1.00000000000D+33, 3.48157387275D-01, 3.48157385769D-01, 1.63566059780D+35, 0.00000000000D+00, 4.17419277656D+06, 1.29607998819D+08, 5.89379664012D-01, 2.33592366796D-01, 1.77027969192D-01
 2.02269998871D-02, 1.82036990037D-01,-9.79773000113D-01,-8.17963009963D-01, 3.84032085281D+28, 1.27231465271D+09, 1.29033521216D+09, 3.46532746652D+13, 1.63070878572D+04, 4.22559351089D+00, 1.00000000000D+00, 4.40842953126D+08, 1.00000000000D+33, 3.48216747011D-01, 3.48216745486D-01, 1.68542335784D+35, 0.00000000000D+00, 4.17674547165D+06, 1.29633525967D+08, 5.89379663973D-01, 2.33592366780D-01, 1.77027969247D-01
 1.95998053865D-02, 1.80034259110D-01,-9.80400194614D-01,-8.19965740890D-01, 3.72124100246D+28, 1.25831692674D+09, 1.27611934084D+09, 3.47449258945D+13, 1.63220944841D+04, 4.23105970335D+00, 1.00000000000D+00, 4.40842886559D+08, 1.00000000000D+33, 3.48276048619D-01, 3.48276047074D-01, 1.73755245443D+35, 0.00000000000D+00, 4.17928517757D+06, 1.29658866053D+08, 5.89379663936D-01, 2.33592366766D-01, 1.77027969298D-01
 1.89825819546D-02, 1.78021510756D-01,-9.81017418045D-01,-8.21978489244D-01, 3.60405427040D+28, 1.24424918576D+09, 1.26183221695D+09, 3.48362903273D+13, 1.63370310386D+04, 4.23650221434D+00, 1.00000000000D+00, 4.40842820412D+08, 1.00000000000D+33, 3.48335323179D-01, 3.48335321615D-01, 1.79219773818D+35, 0.00000000000D+00, 4.18181178816D+06, 1.29684011893D+08, 5.89379663903D-01, 2.33592366753D-01, 1.77027969344D-01
 1.83753594282D-02, 1.75998567712D-01,-9.81624640572D-01,-8.24001432288D-01, 3.48876632144D+28, 1.23011019085D+09, 1.24747256715D+09, 3.49273611915D+13, 1.63518967451D+04, 4.24192072817D+00, 1.00000000000D+00, 4.40842754688D+08, 1.00000000000D+33, 3.48394600425D-01, 3.48394598839D-01, 1.84952085176D+35, 0.00000000000D+00, 4.18432519595D+06, 1.29708956539D+08, 5.89379663872D-01, 2.33592366740D-01, 1.77027969387D-01
 1.77781672214D-02, 1.73965247716D-01,-9.82221832779D-01,-8.26034752284D-01, 3.37538274021D+28, 1.21589866810D+09, 1.23303908162D+09, 3.50181316560D+13, 1.63666908230D+04, 4.24731492676D+00, 1.00000000000D+00, 4.40842689387D+08, 1.00000000000D+33, 3.48453908746D-01, 3.48453907138D-01, 1.90969633445D+35, 0.00000000000D+00, 4.18682529233D+06, 1.29733693275D+08, 5.89379663844D-01, 2.33592366729D-01, 1.77027969427D-01
 1.71910342954D-02, 1.71921363300D-01,-9.82808965705D-01,-8.28078636700D-01, 3.26390902529D+28, 1.20161330725D+09, 1.21853041260D+09, 3.51085948367D+13, 1.63814124876D+04, 4.25268448991D+00, 1.00000000000D+00, 4.40842624511D+08, 1.00000000000D+33, 3.48513275206D-01, 3.48513273576D-01, 1.97291284600D+35, 0.00000000000D+00, 4.18931196769D+06, 1.29758215625D+08, 5.89379663818D-01, 2.33592366719D-01, 1.77027969464D-01
